Basic information,,,,Log2 Fold Change,,,,,,,,,Adjusted P-value,,,,,,,,,Normalized Peak Area: Samples,,,,,,,,,,,,,,,,,,,,,,,,Norm. Peak Area: Blanks (noise),,,,,,,Group CV [%],,,,,
ID,Name,Calc. MW,RT [min],"(P40, KO) / (P40, WT)","(P2, KO) / (P2, WT)","(E14_5, KO) / (E14_5, WT)","(P40, WT) / (P2, WT)","(P40, WT) / (E14_5, WT)","(P2, WT) / (E14_5, WT)","(P40, KO) / (P2, KO)","(P40, KO) / (E14_5, KO)","(P2, KO) / (E14_5, KO)","(P40, KO) / (P40, WT)","(P2, KO) / (P2, WT)","(E14_5, KO) / (E14_5, WT)","(P40, WT) / (P2, WT)","(P40, WT) / (E14_5, WT)","(P2, WT) / (E14_5, WT)","(P40, KO) / (P2, KO)","(P40, KO) / (E14_5, KO)","(P2, KO) / (E14_5, KO)",S01_P40_WT1,S02_P40_KO1,S03_P40_WT2,S04_P40_KO2,S05_P40_WT3,S06_P40_KO3,S07_P40_WT4,S08_P40_KO4,S09_P2_WT1,S10_P2_KO1,S11_P2_WT2,S12_P2_KO2,S13_P2_WT3,S14_P2_KO3,S15_P2_WT4,S16_P2_KO4,S17_E14_5_WT1,S18_E14_5_KO1,S19_E14_5_WT2,S20_E14_5_KO2,S21_E14_5_WT3,S22_E14_5_KO3,S23_E14_5_WT4,S24_E14_5_KO4,blank01,blank02,blank03,blank04,blank05,blank06,blank07,"E14_5, KO","E14_5, WT","P2, KO","P2, WT","P40, KO","P40, WT"
C191_HILIC,2-Amino-3-butenoic acid,101.0477,13.33,0.1,-0.3,-0.3,-2.7,-3.1,-0.5,-2.3,-2.7,-0.4,1.000,1.000,1.000,0.000,0.000,0.753,0.001,0.000,0.661,7.7E+06,1.3E+07,9.8E+06,9.8E+06,1.1E+07,4.5E+06,1.0E+07,1.1E+07,6.4E+07,6.3E+07,7.6E+07,4.9E+07,2.7E+07,2.0E+07,6.2E+07,5.6E+07,1.2E+08,7.7E+07,1.1E+08,9.6E+07,6.8E+07,6.3E+07,6.5E+07,6.2E+07,2.9E+05,2.8E+05,1.2E+06,2.8E+05,3.2E+05,9.8E+05,3.0E+05,21.2,30.6,40.5,36.9,37.7,15.4
C192_HILIC,monomethyl phosphate,111.9926,12.68,-0.2,0.0,-0.6,2.4,2.6,0.2,2.2,2.9,0.7,1.000,1.000,1.000,0.000,0.000,1.000,0.000,0.000,0.074,2.1E+08,2.3E+08,1.7E+08,1.6E+08,2.0E+08,1.4E+08,1.5E+08,1.6E+08,3.8E+07,3.4E+07,3.3E+07,3.6E+07,3.9E+07,3.6E+07,2.7E+07,3.0E+07,3.8E+07,3.1E+07,3.3E+07,1.9E+07,2.8E+07,2.0E+07,2.7E+07,2.1E+07,1.1E+05,1.8E+05,1.4E+05,1.8E+05,1.5E+05,1.6E+05,1.4E+05,23.8,16.0,8.2,16.4,23.5,14.0
C193_HILIC,NITROSOMORPHOLINE,116.0586,13.55,0.1,1.3,0.9,-0.7,0.0,0.8,-2.0,-0.8,1.2,1.000,1.000,1.000,0.550,1.000,0.197,0.005,0.725,0.105,8.2E+07,1.2E+08,8.2E+07,8.2E+07,8.2E+07,6.4E+07,6.1E+07,9.0E+07,1.4E+08,4.1E+08,1.6E+08,2.8E+08,1.3E+08,3.9E+08,1.1E+08,2.0E+08,7.4E+07,9.4E+07,2.6E+07,1.0E+08,8.5E+07,2.0E+08,1.1E+08,1.9E+08,1.5E+06,9.4E+05,1.2E+06,1.4E+06,4.0E+05,7.7E+05,1.7E+06,38.0,46.5,29.9,17.5,27.9,13.8
C194_HILIC,D-Erythronolactone,118.0266,15.00,-0.1,0.0,-0.3,0.8,1.0,0.2,0.7,1.2,0.5,1.000,1.000,1.000,0.340,0.054,1.000,0.801,0.037,0.785,5.3E+08,6.2E+08,5.2E+08,5.1E+08,6.4E+08,2.0E+08,3.6E+08,4.9E+08,3.8E+08,3.5E+08,3.0E+08,2.4E+08,3.2E+08,3.3E+08,2.9E+08,2.9E+08,2.4E+08,2.3E+08,3.2E+08,2.1E+08,2.7E+08,2.2E+08,2.7E+08,2.2E+08,4.4E+06,4.5E+06,5.2E+06,5.7E+06,4.8E+06,7.6E+06,5.3E+06,3.9,11.1,16.0,13.3,39.7,22.3
C195_HILIC,2-hydroxyvaleric acid,118.0630,2.77,0.2,0.1,-0.3,-1.3,-1.2,0.1,-1.2,-0.7,0.5,1.000,1.000,1.000,0.301,0.661,1.000,0.422,0.935,1.000,3.1E+07,2.6E+07,2.4E+07,2.8E+07,9.1E+07,5.7E+07,3.4E+07,4.6E+07,1.6E+08,1.2E+08,5.6E+07,4.2E+07,6.9E+07,7.0E+07,8.8E+07,9.8E+07,8.0E+07,8.0E+07,8.5E+07,5.9E+07,6.6E+07,5.8E+07,4.7E+07,3.9E+07,5.8E+05,8.2E+04,5.6E+05,9.5E+04,5.5E+05,3.9E+05,6.2E+05,28.5,24.4,42.4,49.1,37.4,68.4
C196_HILIC,Ethyl sulfate,125.9987,5.56,-0.2,-0.1,-0.5,1.3,1.5,0.1,1.2,1.8,0.6,1.000,1.000,1.000,0.000,0.000,1.000,0.000,0.000,0.258,9.4E+08,1.3E+09,1.0E+09,8.1E+08,1.1E+09,8.4E+08,9.2E+08,8.2E+08,4.6E+08,3.6E+08,3.5E+08,3.2E+08,3.2E+08,3.6E+08,4.3E+08,5.0E+08,4.6E+08,3.8E+08,3.7E+08,2.3E+08,3.3E+08,2.4E+08,2.9E+08,2.4E+08,5.4E+05,4.3E+05,4.9E+05,4.4E+05,3.6E+05,5.3E+05,5.4E+05,26.3,19.9,19.5,16.1,24.3,6.3
C197_HILIC,Guvacine,127.0634,15.77,0.2,0.2,0.0,1.1,2.2,1.1,1.0,2.3,1.3,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,2.4E+08,2.8E+08,2.5E+08,2.4E+08,2.3E+08,2.0E+08,1.9E+08,2.8E+08,1.3E+08,1.2E+08,9.3E+07,1.2E+08,1.1E+08,1.4E+08,1.1E+08,1.3E+08,5.8E+07,5.7E+07,4.7E+07,5.0E+07,5.6E+07,5.1E+07,4.3E+07,5.4E+07,2.3E+05,1.1E+06,2.6E+05,2.3E+05,1.2E+06,2.0E+05,1.3E+06,5.9,13.6,6.5,12.5,14.3,10.3
C198_HILIC,Dihydrothymine,128.0587,15.15,-0.2,-0.1,0.2,4.8,4.6,-0.2,4.7,4.2,-0.5,1.000,1.000,1.000,0.000,0.000,1.000,0.000,0.000,0.549,1.3E+09,1.2E+09,1.2E+09,9.5E+08,1.2E+09,2.0E+09,1.4E+09,9.6E+08,4.4E+07,4.0E+07,4.4E+07,3.8E+07,5.7E+07,5.0E+07,4.4E+07,4.0E+07,7.5E+07,7.3E+07,3.6E+07,5.4E+07,5.3E+07,6.1E+07,4.9E+07,4.6E+07,2.1E+06,3.5E+06,2.3E+06,2.1E+06,4.7E+05,1.9E+06,2.3E+06,19.7,30.6,13.3,13.7,37.9,6.2
C199_HILIC,Timonacic,133.0198,3.34,0.3,0.5,1.3,2.2,-0.2,-2.4,2.0,-1.2,-3.1,1.000,1.000,1.000,0.045,1.000,0.032,0.348,0.707,0.015,1.7E+07,6.9E+07,1.6E+07,9.8E+06,2.4E+07,3.4E+07,1.8E+07,9.2E+06,2.4E+06,5.5E+06,4.2E+06,5.7E+06,3.6E+06,4.6E+06,5.7E+06,1.9E+07,1.4E+07,2.4E+07,2.2E+07,2.5E+07,2.8E+07,9.6E+07,1.9E+07,7.3E+07,1.1E+06,4.0E+05,4.2E+05,5.3E+05,3.5E+05,3.8E+05,6.3E+05,65.8,27.9,78.0,34.6,92.1,20.7
C200_HILIC,Pentahomoserine,133.0738,12.17,-0.1,-0.7,-0.6,-0.4,-2.3,-1.9,0.2,-1.8,-2.0,1.000,1.000,1.000,1.000,0.000,0.001,1.000,0.000,0.000,1.0E+07,1.2E+07,1.2E+07,9.8E+06,8.6E+06,3.7E+06,1.1E+07,1.0E+07,1.5E+07,9.2E+06,1.3E+07,8.5E+06,9.3E+06,7.8E+06,2.0E+07,1.1E+07,6.9E+07,5.2E+07,5.8E+07,3.5E+07,4.9E+07,3.6E+07,4.0E+07,2.7E+07,6.2E+05,8.1E+05,7.8E+05,7.3E+05,2.3E+05,6.8E+05,8.8E+05,28.1,22.9,15.5,31.5,40.9,12.6
C201_HILIC,Sulfoacetate,139.9780,18.52,-0.2,-0.1,-0.7,2.3,2.9,0.5,2.2,3.4,1.2,1.000,1.000,1.000,0.001,0.000,1.000,0.002,0.000,0.141,9.2E+07,9.6E+07,9.6E+07,6.0E+07,8.9E+07,9.3E+07,7.2E+07,6.8E+07,2.1E+07,1.6E+07,2.0E+07,1.3E+07,1.4E+07,3.0E+07,1.6E+07,1.9E+07,6.9E+06,1.4E+07,7.3E+06,5.7E+06,2.6E+07,6.8E+06,1.8E+07,8.4E+06,8.7E+05,8.0E+05,8.7E+05,6.7E+05,8.3E+05,7.0E+05,7.5E+05,44.1,64.3,37.3,17.6,22.5,12.1
C202_HILIC,Ectoine,142.0743,12.49,-0.5,0.1,-0.2,1.7,-1.8,-3.4,1.1,-2.1,-3.1,1.000,1.000,1.000,0.999,0.445,0.039,0.671,0.369,0.014,2.1E+07,3.2E+07,3.7E+07,2.9E+07,4.0E+07,1.8E+07,4.1E+07,2.6E+07,4.9E+06,1.7E+07,1.8E+07,9.5E+06,5.8E+06,9.4E+05,5.9E+07,2.4E+07,1.7E+08,1.4E+08,1.6E+08,1.3E+08,1.0E+08,9.4E+07,7.2E+07,5.2E+07,1.2E+07,7.1E+05,1.3E+07,1.3E+07,3.1E+06,5.6E+06,1.4E+07,38.3,38.5,77.0,115.4,22.6,26.4
C203_HILIC,"5-Ethyl-5-methyl-1,3-oxazolidine-2,4-dione",143.0583,3.13,0.2,0.6,-0.2,-1.7,-4.4,-2.8,-2.0,-4.0,-2.0,1.000,1.000,1.000,0.021,0.000,0.002,0.004,0.000,0.005,8.9E+06,7.1E+06,6.4E+06,6.5E+06,5.3E+06,4.2E+06,3.9E+06,8.2E+06,2.3E+07,3.3E+07,2.0E+07,2.2E+07,1.6E+07,3.4E+07,1.7E+07,1.8E+07,1.4E+08,1.2E+08,2.9E+07,8.2E+07,1.4E+08,1.2E+08,1.1E+08,9.4E+07,6.8E+05,5.3E+05,6.4E+05,4.6E+05,3.2E+05,3.1E+05,2.9E+05,18.0,50.1,29.2,17.3,26.3,34.2
C204_HILIC,"3,4-dehydrothiomorpholine-3-carboxylic acid",145.0198,3.29,0.1,0.6,-0.2,1.3,0.9,-0.5,0.9,1.2,0.3,1.000,1.000,1.000,0.165,0.307,1.000,0.794,0.037,0.791,2.9E+08,3.2E+08,2.3E+08,2.1E+08,2.4E+08,3.9E+08,3.2E+08,2.6E+08,7.2E+07,1.7E+08,1.0E+08,1.8E+08,1.3E+08,1.4E+08,1.1E+08,1.4E+08,1.5E+08,2.1E+07,6.5E+07,1.7E+08,1.5E+08,1.1E+08,1.5E+08,1.5E+08,7.3E+05,5.5E+05,3.5E+05,5.1E+05,3.9E+05,2.7E+05,5.9E+05,57.8,32.7,12.8,22.0,25.8,15.4
C205_HILIC,"(S)-4-amino-4,5-dihydro-2-thiophenecarboxylic acid",145.0198,4.23,0.2,0.8,-0.3,1.4,1.1,-0.4,0.9,1.6,0.7,1.000,1.000,1.000,0.003,0.009,1.000,0.046,0.000,0.234,2.5E+08,3.2E+08,2.2E+08,2.1E+08,2.5E+08,5.5E+08,3.3E+08,2.7E+08,8.8E+07,1.5E+08,8.4E+07,1.7E+08,9.6E+07,1.3E+08,1.0E+08,1.6E+08,1.2E+08,6.4E+07,6.0E+07,1.0E+08,1.7E+08,8.9E+07,1.1E+08,1.0E+08,7.3E+05,1.8E+06,1.1E+06,4.0E+05,6.9E+05,2.4E+06,1.7E+06,20.2,38.6,12.0,8.8,44.7,17.6
C206_HILIC,Allysine,145.0739,12.13,-0.4,-0.6,-0.7,-0.2,-0.6,-0.5,0.1,-0.3,-0.3,1.000,1.000,1.000,1.000,0.065,0.391,1.000,0.817,0.498,1.4E+08,1.6E+08,1.5E+08,1.1E+08,1.5E+08,1.0E+08,1.3E+08,1.1E+08,1.5E+08,1.0E+08,1.7E+08,1.1E+08,1.3E+08,9.1E+07,2.0E+08,1.4E+08,3.0E+08,2.2E+08,2.5E+08,1.3E+08,2.0E+08,1.4E+08,1.8E+08,1.3E+08,1.1E+06,2.4E+05,9.0E+05,2.7E+05,2.5E+05,1.0E+06,1.0E+06,29.4,22.2,19.3,18.4,22.5,7.0
C207_HILIC,g-Butyrobetaine,145.1103,2.96,0.1,0.0,-0.2,0.0,-1.5,-1.4,0.0,-1.3,-1.3,1.000,1.000,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.6E+07,1.9E+07,1.8E+07,1.5E+07,1.6E+07,1.8E+07,1.5E+07,1.4E+07,1.6E+07,1.8E+07,1.8E+07,1.5E+07,1.5E+07,1.3E+07,1.6E+07,2.0E+07,4.7E+07,3.6E+07,4.3E+07,2.9E+07,4.6E+07,4.4E+07,3.7E+07,4.3E+07,7.2E+05,7.4E+05,6.2E+05,7.8E+05,6.6E+05,9.8E+05,9.3E+05,18.7,10.4,17.8,6.3,14.3,6.0
C208_HILIC,alpha-Ketoglutaric acid,146.0216,16.14,0.9,0.6,-0.2,-1.3,-4.9,-3.6,-1.0,-3.8,-2.8,1.000,1.000,1.000,0.055,0.000,0.000,0.157,0.000,0.000,7.6E+06,2.1E+07,8.5E+06,1.5E+07,7.9E+06,1.6E+07,1.1E+07,1.2E+07,2.1E+07,4.0E+07,2.0E+07,2.6E+07,9.6E+06,1.9E+07,2.5E+07,3.5E+07,3.1E+08,2.8E+08,2.6E+08,1.9E+08,2.4E+08,1.6E+08,2.0E+08,2.5E+08,6.6E+04,4.6E+05,4.2E+05,5.0E+05,5.1E+05,4.8E+05,5.6E+05,25.4,17.0,31.8,34.7,25.5,16.8
C209_HILIC,afegostat,147.0896,11.53,-0.1,-0.3,-0.8,-0.4,-1.8,-1.3,-0.2,-1.1,-0.9,1.000,1.000,1.000,0.935,0.000,0.003,1.000,0.009,0.128,2.5E+07,4.2E+07,3.0E+07,2.2E+07,3.2E+07,3.2E+07,3.1E+07,2.6E+07,2.6E+07,3.0E+07,4.9E+07,3.6E+07,3.4E+07,3.1E+07,5.6E+07,5.6E+07,1.1E+08,8.0E+07,1.1E+08,5.8E+07,9.9E+07,6.4E+07,7.3E+07,5.3E+07,2.5E+06,2.3E+06,3.9E+05,2.0E+06,2.7E+06,1.8E+06,2.4E+06,18.4,17.2,31.0,32.9,27.7,10.1
C210_HILIC,hydroxyacetone phosphate,154.0032,9.38,0.0,0.2,-0.2,2.5,3.9,1.4,2.3,4.2,1.9,1.000,1.000,1.000,0.006,0.000,0.044,0.011,0.000,0.033,1.1E+08,1.2E+08,1.2E+08,1.1E+08,1.2E+08,1.4E+08,1.5E+08,1.2E+08,2.2E+07,2.8E+07,2.0E+07,2.6E+07,2.4E+07,2.0E+07,2.0E+07,2.3E+07,9.2E+06,1.7E+06,7.6E+06,6.1E+06,8.2E+06,1.6E+07,1.8E+06,7.6E+06,1.5E+05,7.9E+05,2.1E+05,1.9E+05,2.8E+05,1.9E+05,1.6E+05,76.5,50.2,14.6,7.5,12.6,14.7
C211_HILIC,2-Aminomuconic acid,157.0376,15.26,-0.2,0.1,-0.1,1.9,2.8,0.9,1.6,2.7,1.1,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,4.8E+08,5.4E+08,4.9E+08,3.7E+08,4.7E+08,4.5E+08,4.8E+08,4.0E+08,1.4E+08,1.4E+08,1.3E+08,1.2E+08,1.3E+08,1.4E+08,1.3E+08,1.3E+08,8.0E+07,8.1E+07,6.8E+07,6.9E+07,7.2E+07,5.4E+07,6.7E+07,6.1E+07,3.0E+05,3.5E+05,4.0E+05,5.3E+05,3.6E+05,3.5E+05,3.8E+05,18.0,8.3,6.6,3.3,17.1,1.9
C212_HILIC,tranexamic acid,157.1104,8.44,0.3,-0.1,-0.6,0.7,-3.0,-3.7,1.1,-2.2,-3.3,1.000,1.000,1.000,1.000,0.000,0.000,0.904,0.002,0.000,1.2E+07,1.7E+07,9.4E+06,8.6E+06,1.5E+07,2.1E+07,7.5E+06,8.8E+06,6.2E+06,5.9E+06,7.1E+06,6.3E+06,4.1E+06,5.2E+06,1.7E+07,1.6E+07,1.2E+08,9.6E+07,9.0E+07,6.4E+07,5.9E+07,5.3E+07,8.6E+07,4.6E+07,2.5E+05,7.5E+05,2.7E+05,3.4E+05,3.1E+05,8.2E+05,2.4E+05,34.1,29.5,62.5,66.3,44.1,29.4
C213_HILIC,2-Methyl-4-quinolinol,159.0686,24.42,0.3,0.4,0.0,2.4,5.0,2.5,2.3,5.2,2.9,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,8.9E+07,1.4E+08,8.6E+07,8.6E+07,8.9E+07,9.5E+07,6.3E+07,1.1E+08,1.7E+07,2.3E+07,1.6E+07,1.9E+07,1.3E+07,2.2E+07,1.7E+07,2.2E+07,3.4E+06,3.5E+06,3.4E+06,3.1E+06,2.3E+06,1.3E+06,1.3E+06,2.6E+06,2.4E+05,2.9E+05,2.2E+05,3.2E+05,2.5E+05,2.4E+05,4.0E+05,35.4,37.9,8.9,11.9,20.3,15.2
C214_HILIC,delta-guanidinovaleric acid,159.1008,15.84,-0.5,0.0,0.1,-5.0,-4.5,0.4,-5.5,-5.1,0.4,1.000,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.1E+06,1.3E+06,1.6E+06,1.1E+06,2.8E+06,2.1E+06,1.8E+06,1.2E+06,5.6E+07,5.6E+07,5.2E+07,5.4E+07,4.6E+07,4.2E+07,6.9E+07,6.1E+07,7.0E+07,5.5E+07,4.6E+07,5.1E+07,3.3E+07,3.3E+07,2.7E+07,2.5E+07,2.3E+05,1.8E+05,8.2E+05,1.8E+05,2.8E+05,1.6E+05,3.3E+05,34.4,42.9,15.1,17.5,34.3,38.7
C215_HILIC,N6-METHYLLYSINE,160.1213,23.83,-0.1,0.3,0.1,2.1,1.0,-1.1,1.7,0.8,-0.9,1.000,1.000,1.000,0.000,0.029,0.023,0.000,0.041,0.053,3.2E+08,5.8E+08,6.1E+08,4.8E+08,6.1E+08,5.7E+08,5.4E+08,4.9E+08,1.2E+08,1.6E+08,2.1E+08,1.7E+08,1.3E+08,1.6E+08,1.4E+08,2.1E+08,3.2E+08,3.5E+08,3.5E+08,2.3E+08,2.2E+08,3.8E+08,2.5E+08,2.7E+08,6.0E+05,5.7E+05,3.5E+05,3.2E+05,2.7E+05,1.9E+05,7.2E+05,22.8,21.2,13.5,26.8,10.3,26.9
C216_HILIC,S-Allyl-L-cysteine,161.0511,2.71,-1.8,0.0,-0.8,1.3,1.8,0.4,-0.5,0.8,1.2,0.476,1.000,1.000,0.094,0.010,1.000,1.000,0.358,0.180,2.5E+08,7.5E+07,2.3E+08,4.9E+07,2.3E+08,1.2E+08,2.6E+08,6.5E+07,6.2E+07,4.2E+07,1.1E+08,1.5E+08,1.4E+08,1.7E+08,7.8E+07,5.0E+07,6.3E+07,4.2E+07,6.3E+07,5.3E+07,8.3E+07,2.2E+07,7.8E+07,4.1E+07,3.8E+06,2.3E+06,9.3E+05,1.6E+06,1.8E+06,4.6E+05,2.9E+06,32.4,14.6,64.5,36.0,37.1,5.8
C217_HILIC,N-(4-Hydroxybutanoyl)glycine,161.0688,3.33,-0.3,0.4,-0.1,-0.5,-1.9,-1.4,-1.3,-2.2,-0.9,1.000,1.000,1.000,0.246,0.000,0.003,0.076,0.000,0.010,7.1E+06,1.2E+07,1.0E+07,8.1E+06,1.0E+07,6.5E+06,9.3E+06,7.4E+06,1.9E+07,2.2E+07,1.3E+07,7.7E+06,1.5E+07,1.8E+07,1.3E+07,1.9E+07,4.2E+07,4.0E+07,3.9E+07,3.0E+07,3.6E+07,3.3E+07,3.4E+07,3.6E+07,1.1E+05,1.0E+05,7.6E+04,1.5E+05,1.0E+05,8.8E+04,9.5E+04,12.8,9.8,36.6,16.2,30.9,15.9
C218_HILIC,"L-Glutamic acid, 5-methyl ester",161.0689,10.42,-0.5,0.1,-0.2,2.6,2.2,-0.4,2.0,1.9,-0.1,1.000,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,2.6E+08,2.7E+08,2.9E+08,1.8E+08,3.0E+08,1.7E+08,1.9E+08,1.9E+08,4.5E+07,4.6E+07,4.3E+07,5.2E+07,8.1E+07,4.9E+07,4.3E+07,4.3E+07,8.4E+07,6.7E+07,5.1E+07,4.3E+07,5.7E+07,5.2E+07,6.3E+07,5.2E+07,2.5E+05,3.6E+05,2.2E+05,2.3E+05,2.9E+05,2.1E+05,3.0E+05,18.9,22.3,8.6,35.4,23.1,18.7
C219_HILIC,D-Xylonic acid,166.0477,10.27,-0.7,-0.2,-0.6,0.3,-2.0,-2.2,-0.2,-2.1,-1.8,1.000,1.000,1.000,1.000,0.900,0.307,1.000,0.521,0.513,3.4E+07,1.8E+07,3.5E+07,2.3E+07,1.5E+07,3.4E+07,3.5E+07,1.3E+06,3.0E+07,2.8E+07,2.6E+07,2.1E+07,4.2E+05,4.3E+05,3.0E+07,4.3E+07,1.6E+08,1.2E+08,1.4E+08,6.5E+07,1.3E+08,9.1E+07,8.7E+07,8.4E+07,1.2E+06,1.4E+06,7.6E+05,1.3E+06,9.4E+05,9.6E+05,8.6E+05,23.6,23.8,76.9,65.8,71.2,32.0
C220_HILIC,acetyltaurine,167.0252,4.41,-0.4,-0.7,-0.5,-2.7,-2.3,0.4,-2.4,-2.2,0.2,1.000,1.000,1.000,0.000,0.000,0.322,0.000,0.000,1.000,2.0E+08,2.2E+08,2.0E+08,1.5E+08,2.0E+08,1.6E+08,1.7E+08,1.5E+08,1.5E+09,8.9E+08,1.3E+09,7.0E+08,1.1E+09,6.2E+08,1.3E+09,1.1E+09,1.0E+09,9.9E+08,1.0E+09,5.6E+08,9.4E+08,6.6E+08,7.8E+08,7.3E+08,8.2E+04,2.2E+05,8.6E+04,6.9E+04,1.5E+05,1.7E+05,1.1E+05,24.7,12.3,25.0,13.2,20.1,7.2
C221_HILIC,acetyltaurine,167.0252,3.33,0.0,-0.6,-0.6,-3.2,-2.9,0.4,-2.6,-2.3,0.3,1.000,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,2.7E+07,6.1E+07,4.4E+07,3.8E+07,4.6E+07,3.4E+07,3.5E+07,3.9E+07,3.7E+08,2.8E+08,3.7E+08,2.0E+08,2.8E+08,1.9E+08,3.9E+08,3.1E+08,3.2E+08,3.2E+08,3.4E+08,1.8E+08,2.5E+08,1.8E+08,2.6E+08,2.0E+08,1.1E+05,3.6E+05,1.1E+05,1.4E+05,9.6E+04,8.2E+04,8.7E+04,30.6,15.8,23.1,14.0,28.2,23.2
C222_HILIC,3-Sulfamoylalanine,168.0205,9.68,-0.1,-0.9,1.2,-2.9,-2.4,0.5,-2.1,-3.7,-1.7,1.000,1.000,1.000,0.002,0.004,1.000,0.006,0.000,0.810,1.5E+06,1.2E+06,1.1E+06,1.3E+06,1.3E+06,1.2E+06,1.2E+06,8.9E+05,9.3E+06,5.0E+06,9.6E+06,4.2E+06,5.2E+06,4.9E+06,1.1E+07,1.1E+07,7.4E+06,1.5E+07,4.7E+06,2.5E+06,1.0E+07,2.0E+07,5.8E+06,1.7E+07,8.9E+04,1.8E+05,7.8E+04,1.1E+05,7.2E+04,6.5E+04,8.0E+04,56.2,33.0,52.6,27.3,15.6,14.7
C223_HILIC,glyceraldehyde 3-phosphate,169.9980,17.61,-0.2,0.1,0.1,4.0,-0.1,-4.1,3.7,-0.3,-4.0,1.000,1.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,1.7E+07,2.0E+07,1.8E+07,1.4E+07,1.6E+07,1.2E+07,1.7E+07,1.5E+07,1.6E+06,1.9E+06,6.7E+05,9.3E+05,9.6E+05,7.6E+05,1.2E+06,1.3E+06,1.8E+07,1.8E+07,1.7E+07,8.4E+06,1.8E+07,1.8E+07,1.5E+07,2.0E+07,6.5E+04,5.9E+04,6.0E+04,5.9E+04,6.5E+04,7.2E+04,7.8E+04,32.8,8.0,40.8,33.9,21.6,5.1
C224_HILIC,Hydantoin-5-propionic acid,172.0484,16.40,0.0,0.5,0.1,-0.5,-1.2,-0.7,-1.0,-1.3,-0.3,1.000,0.599,1.000,0.003,0.000,0.001,0.000,0.000,0.395,2.9E+06,4.0E+06,3.0E+06,2.8E+06,2.9E+06,2.9E+06,2.5E+06,2.6E+06,4.1E+06,6.7E+06,4.2E+06,5.2E+06,3.9E+06,5.4E+06,4.6E+06,5.9E+06,7.2E+06,7.1E+06,7.1E+06,6.5E+06,6.4E+06,6.9E+06,6.1E+06,7.3E+06,7.9E+04,6.9E+04,7.6E+04,1.0E+05,9.2E+04,6.5E+04,1.2E+05,5.0,8.1,11.2,7.0,21.0,6.7
C225_HILIC,Formiminoglutamic Acid,174.0642,13.35,-0.3,-0.1,-0.3,1.1,1.7,0.5,1.0,1.7,0.7,1.000,1.000,1.000,0.069,0.000,0.201,0.036,0.000,0.504,4.8E+07,6.8E+07,5.3E+07,4.1E+07,6.4E+07,3.9E+07,4.5E+07,4.2E+07,3.1E+07,2.3E+07,2.4E+07,1.6E+07,2.2E+07,2.3E+07,2.2E+07,1.8E+07,1.6E+07,1.9E+07,6.2E+06,8.2E+06,1.5E+07,1.1E+07,2.1E+07,1.5E+07,4.4E+05,4.1E+05,4.6E+05,3.6E+05,3.8E+05,3.3E+05,3.2E+05,33.8,41.3,17.0,16.8,28.9,15.7
C226_HILIC,"N~6~,N~6~-Dimethyllysine",174.1370,22.05,0.2,0.1,-0.2,-1.4,-2.3,-0.9,-1.3,-1.9,-0.6,1.000,1.000,1.000,0.003,0.000,0.072,0.004,0.000,0.514,4.0E+07,7.7E+07,5.8E+07,6.8E+07,5.7E+07,5.2E+07,5.6E+07,5.7E+07,1.6E+08,1.8E+08,1.4E+08,1.4E+08,9.2E+07,1.5E+08,1.5E+08,1.6E+08,3.6E+08,3.0E+08,3.5E+08,2.0E+08,2.0E+08,2.8E+08,1.5E+08,1.7E+08,2.3E+05,3.5E+05,1.7E+05,1.6E+05,1.5E+05,3.7E+05,1.3E+05,26.2,39.6,11.3,22.7,17.4,16.6
C227_HILIC,"3,3'-Thiobispropanoic acid",178.0299,3.01,-0.1,0.0,-0.3,-1.3,-2.7,-1.4,-1.5,-2.5,-1.0,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.001,4.4E+06,4.6E+06,4.4E+06,3.3E+06,4.0E+06,3.9E+06,4.1E+06,3.9E+06,1.3E+07,1.3E+07,1.0E+07,8.2E+06,7.8E+06,8.9E+06,1.1E+07,1.3E+07,3.0E+07,2.8E+07,3.0E+07,1.8E+07,2.5E+07,2.3E+07,2.2E+07,2.1E+07,1.8E+05,2.2E+05,5.6E+05,1.8E+05,3.9E+05,1.7E+05,2.4E+05,18.7,13.4,24.2,19.9,13.6,5.6
C228_HILIC,Hexose,180.0634,9.49,-0.3,0.2,-0.2,-3.5,-2.5,1.0,-4.0,-2.6,1.4,1.000,1.000,1.000,0.007,0.095,0.917,0.001,0.219,0.142,3.3E+06,6.1E+06,3.0E+06,5.0E+05,3.0E+06,2.3E+06,2.9E+06,2.5E+06,3.5E+07,3.8E+07,2.6E+07,3.7E+07,3.2E+07,3.0E+07,5.4E+07,5.4E+07,1.8E+07,2.0E+07,1.8E+07,1.6E+07,1.2E+07,1.3E+07,1.6E+07,1.0E+06,7.2E+04,1.1E+05,1.9E+05,1.5E+05,1.1E+05,9.5E+04,9.4E+04,65.2,18.6,25.3,33.3,82.3,5.3
